CPI_Value,Date
12.9388705634889,2010-01-01
11.9160927116277,2011-01-01
9.68235186055679,2012-01-01
7.69215611899569,2013-01-01
7.18938402847027,2014-01-01
2.52932817254228,2015-01-01
3.7651191635658,2016-01-01
4.08537368032612,2017-01-01
5.07805725868913,2018-01-01
10.5783618004555,2019-01-01
9.73999313898157,2020-01-01
9.49621056124947,2021-01-01
19.8738599646655,2022-01-01
30.7681280657005,2023-01-01
12.6325318530452,2024-01-01
