Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.31855,1.31855,2.57743,5.04116,6.16432,6.33233,6.5,6.8,7.0,7.5,8.0,8.0,8.1,9.0,10.0,11.0,12.3854,13.78,15.34,17.0709,18.9348,21.4107,24.2103,27.3759,25.793100000000003
