Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Pakistan,PAK,"School enrollment, primary (% gross)",SE.PRM.ENRR,62.7693099975586,62.63623046875,62.9242095947266,64.7272720336914,68.6156463623047,71.9533462524414,68.5336532592773,72.8158721923828,72.6429901123047,72.9343795776367,73.6427366739346,70.4406693319938,69.90386379122,68.8875716330274,72.1897974318755,71.7399191116414,75.7336415786478,74.497149935232,77.3862722679522,78.702552622727,71.10040917009303,80.3165790075685,78.9400248844352,81.3796346128751,83.726068200404
