"Dataset","Series Key","Series","Observation Date","Observation Value","Unit","Observation Status","Observation Status Comment"
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Oct-2009","1995","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Sep-2009","1887","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Aug-2009","1794","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Jul-2009","1830","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Jun-2009","2105","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-May-2009","2177","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Apr-2009","1768","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Mar-2009","1678","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","28-Feb-2009","1696","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Jan-2009","1629","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Dec-2008","1801","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Nov-2008","1826","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Oct-2008","1692","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Sep-2008","2627","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Aug-2008","1973","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Jul-2008","2240.5","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Jun-2008","2677","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-May-2008","2253","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Apr-2008","2224","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Mar-2008","2170","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","29-Feb-2008","2129","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Jan-2008","1860","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Dec-2007","1839","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Nov-2007","1787","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Oct-2007","1851","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Sep-2007","1697","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Aug-2007","1792","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Jul-2007","1733","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Jun-2007","2438","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-May-2007","1886","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Apr-2007","1783","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Mar-2007","1802","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","28-Feb-2007","1642","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Jan-2007","1696","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Dec-2006","1767","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Nov-2006","1909","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Oct-2006","1651","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Sep-2006","1631","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Aug-2006","1644","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Jul-2006","1559","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Jun-2006","1957","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-May-2006","1756","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Apr-2006","1856","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Mar-2006","1822","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","28-Feb-2006","1523","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Jan-2006","1465","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Dec-2005","2043","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Nov-2005","1420","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Oct-2005","1527","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","30-Sep-2005","1863","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Aug-2005","1568","Million USD","Normal",""
"Export and Import of Goods and Services","TS_GP_BOP_XMGS_M.P00170","Exports of Goods & Services","31-Jul-2005","1512","Million USD","Normal",""
