IND_ID,IND_CODE,IND_UUID,IND_PER_CODE,DIM_TIME,DIM_TIME_TYPE,DIM_GEO_CODE_M49,DIM_GEO_CODE_TYPE,DIM_PUBLISH_STATE_CODE,IND_NAME,GEO_NAME_SHORT,RATE_PER_100000_N
D6176E2RS_198,RS_198,D6176E2,RS_198,2021,YEAR,862,COUNTRY,PUBLISHED,Road traffic deaths,Venezuela (Bolivarian Republic of),
D6176E2RS_198,RS_198,D6176E2,RS_198,2021,YEAR,882,COUNTRY,PUBLISHED,Road traffic deaths,Samoa,
D6176E2RS_198,RS_198,D6176E2,RS_198,2021,YEAR,887,COUNTRY,PUBLISHED,Road traffic deaths,Yemen,
D6176E2RS_198,RS_198,D6176E2,RS_198,2021,YEAR,894,COUNTRY,PUBLISHED,Road traffic deaths,Zambia,
D6176E2RS_198,RS_198,D6176E2,RS_198,2021,YEAR,953,WHOREGION,PUBLISHED,Road traffic deaths,Africa,
D6176E2RS_198,RS_198,D6176E2,RS_198,2021,YEAR,954,WHOREGION,PUBLISHED,Road traffic deaths,Americas,
D6176E2RS_198,RS_198,D6176E2,RS_198,2021,YEAR,955,WHOREGION,PUBLISHED,Road traffic deaths,South-East Asia,
D6176E2RS_198,RS_198,D6176E2,RS_198,2021,YEAR,956,WHOREGION,PUBLISHED,Road traffic deaths,Europe,
D6176E2RS_198,RS_198,D6176E2,RS_198,2021,YEAR,957,WHOREGION,PUBLISHED,Road traffic deaths,Eastern Mediterranean,
D6176E2RS_198,RS_198,D6176E2,RS_198,2021,YEAR,958,WHOREGION,PUBLISHED,Road traffic deaths,Western Pacific,
